"host time (us)","GPU PowerVR Series8XEP, GE8320, Device 0/Frame time","GPU PowerVR Series8XEP, GE8320, Device 0/Frames per second (FPS)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU clock speed","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory interface load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory read bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory total bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory write bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiler triangle load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiles per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangle ratio (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per draw","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Vertices per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/HSR efficiency (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP pixel load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP tiles in flight (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Overdraw","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Z load/store (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per pixel","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per vertex","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: compute (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: pixel (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: vertex (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Register overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shader processing load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texture overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texturing active (%)","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time"
828805150000,1.65E-01,6.06E+00,6.50E+08,2.86E+01,1.70E+09,3.02E+09,1.32E+09,5.69E+01,9.39E-02,2.84E-02,8.10E+01,1.34E-01,4.05E-02,2.17E+01,1.55E+00,3.87E+01,7.09E+03,5.58E+06,3.58E+07,2.16E+06,1.39E+07,1.06E+00,0.00E+00,3.71E-01,1.00E+02,1.35E+07,8.65E+07,1.34E+00,2.82E+01,0.00E+00,0.00E+00,2.67E+01,4.23E+01,0.00E+00,2.93E+01,1.52E+01,0.00E+00,1.80E+07,1.16E+08,5.91E+06,3.80E+07,4.45E+01,1.16E-01,7.41E+01,0.00E+00,9.39E-02,,0.00E+00,2.84E-02,0.00E+00,1.34E-01,,0.00E+00,4.05E-02
828805200000,1.46E-01,6.83E+00,6.35E+08,2.06E+01,1.01E+09,2.09E+09,1.08E+09,9.65E+01,1.41E-01,4.82E-02,6.80E+00,9.96E-03,3.40E-03,6.05E-04,2.72E+02,1.00E+02,1.33E+00,1.41E+02,9.60E+02,1.41E+02,9.60E+02,2.00E+00,0.00E+00,3.22E-01,1.00E+02,1.77E+07,1.21E+08,1.02E+00,9.56E+00,0.00E+00,0.00E+00,4.04E+01,5.80E+01,0.00E+00,4.90E+01,1.10E-03,0.00E+00,1.81E+07,1.23E+08,2.81E+02,1.92E+03,4.90E+01,1.19E+00,6.43E+01,0.00E+00,1.41E-01,,0.00E+00,4.82E-02,0.00E+00,9.96E-03,,0.00E+00,3.40E-03
828805250000,1.05E-01,9.57E+00,4.09E+08,2.98E+01,1.20E+09,2.13E+09,9.30E+08,3.56E+01,3.72E-02,1.78E-02,7.31E+01,7.64E-02,3.65E-02,2.56E+01,1.66E+00,3.85E+01,7.80E+03,2.62E+06,2.86E+07,1.01E+06,1.10E+07,1.08E+00,0.00E+00,2.13E-01,1.00E+02,4.97E+06,5.42E+07,1.01E+00,8.72E+00,0.00E+00,0.00E+00,2.19E+01,4.06E+01,0.00E+00,1.67E+01,1.76E+01,0.00E+00,5.00E+06,5.46E+07,2.83E+06,3.09E+07,3.42E+01,1.63E-01,7.32E+01,0.00E+00,3.72E-02,,0.00E+00,1.78E-02,0.00E+00,7.64E-02,,0.00E+00,3.65E-02
828805300000,9.22E-02,1.08E+01,4.00E+08,2.36E+01,8.08E+08,1.51E+09,6.98E+08,8.82E+01,8.13E-02,4.41E-02,4.41E+01,4.07E-02,2.21E-02,9.01E+00,1.35E+00,4.14E+01,2.95E+03,8.30E+05,9.00E+06,3.43E+05,3.72E+06,1.02E+00,0.00E+00,4.27E-01,1.00E+02,5.79E+06,6.28E+07,1.19E+00,1.44E+01,0.00E+00,0.00E+00,4.95E+01,4.70E+01,0.00E+00,5.80E+01,6.73E+00,0.00E+00,6.91E+06,7.50E+07,8.44E+05,9.16E+06,6.47E+01,2.76E-01,6.26E+01,0.00E+00,8.13E-02,,0.00E+00,4.41E-02,0.00E+00,4.07E-02,,0.00E+00,2.21E-02
828805350000,5.49E-02,1.82E+01,8.42E+08,3.26E+01,2.49E+09,4.39E+09,1.90E+09,9.40E+01,5.17E-02,4.70E-02,4.92E+01,2.70E-02,2.46E-02,1.49E+01,1.56E+00,4.16E+01,6.11E+03,1.73E+06,3.14E+07,7.17E+05,1.31E+07,1.04E+00,0.00E+00,3.57E-01,1.00E+02,8.64E+06,1.57E+08,1.06E+00,1.64E+01,0.00E+00,0.00E+00,2.94E+01,4.36E+01,0.00E+00,3.64E+01,1.06E+01,0.00E+00,9.16E+06,1.67E+08,1.79E+06,3.26E+07,4.70E+01,5.30E-01,7.59E+01,0.00E+00,5.17E-02,,0.00E+00,4.70E-02,0.00E+00,2.70E-02,,0.00E+00,2.46E-02
828805400000,1.42E-01,7.03E+00,6.50E+08,2.13E+01,1.11E+09,2.23E+09,1.12E+09,8.68E+01,1.23E-01,4.34E-02,4.61E+00,6.55E-03,2.30E-03,6.94E-04,3.63E+02,1.00E+02,1.50E+00,1.54E+02,1.13E+03,1.54E+02,1.13E+03,2.00E+00,0.00E+00,2.94E-01,1.00E+02,1.90E+07,1.40E+08,1.03E+00,9.10E+00,0.00E+00,0.00E+00,3.08E+01,6.13E+01,0.00E+00,4.26E+01,1.33E-03,0.00E+00,1.96E+07,1.44E+08,3.07E+02,2.26E+03,4.26E+01,9.00E-01,6.85E+01,0.00E+00,1.23E-01,,0.00E+00,4.34E-02,0.00E+00,6.55E-03,,0.00E+00,2.30E-03
828805450000,1.42E-01,7.03E+00,6.50E+08,2.72E+01,1.73E+09,2.97E+09,1.24E+09,5.13E+01,7.30E-02,2.57E-02,7.47E+01,1.06E-01,3.73E-02,2.05E+01,1.54E+00,4.16E+01,6.55E+03,4.47E+06,3.49E+07,1.86E+06,1.45E+07,1.04E+00,0.00E+00,2.46E-01,1.00E+02,9.59E+06,7.49E+07,1.09E+00,1.13E+01,0.00E+00,0.00E+00,2.81E+01,4.36E+01,0.00E+00,2.09E+01,1.45E+01,0.00E+00,1.04E+07,8.14E+07,4.64E+06,3.62E+07,3.55E+01,4.09E-01,7.83E+01,0.00E+00,7.30E-02,,0.00E+00,2.57E-02,0.00E+00,1.06E-01,,0.00E+00,3.73E-02
828805500000,1.44E-01,6.92E+00,6.50E+08,1.98E+01,9.99E+08,2.05E+09,1.05E+09,9.61E+01,1.39E-01,4.80E-02,4.93E+00,7.12E-03,2.46E-03,5.17E-04,3.63E+02,1.00E+02,1.50E+00,1.21E+02,8.40E+02,1.21E+02,8.40E+02,2.00E+00,0.00E+00,3.12E-01,1.00E+02,1.71E+07,1.18E+08,1.04E+00,9.21E+00,0.00E+00,0.00E+00,4.00E+01,6.13E+01,0.00E+00,4.71E+01,9.91E-04,0.00E+00,1.77E+07,1.22E+08,2.43E+02,1.68E+03,4.71E+01,1.34E+00,6.55E+01,0.00E+00,1.39E-01,,0.00E+00,4.80E-02,0.00E+00,7.12E-03,,0.00E+00,2.46E-03
828805550000,1.51E-01,6.61E+00,6.50E+08,2.70E+01,1.68E+09,2.98E+09,1.30E+09,4.53E+01,6.86E-02,2.27E-02,7.70E+01,1.17E-01,3.85E-02,2.27E+01,1.54E+00,4.16E+01,5.58E+03,5.12E+06,3.90E+07,2.13E+06,1.62E+07,1.09E+00,0.00E+00,2.70E-01,1.00E+02,8.86E+06,6.75E+07,1.22E+00,1.47E+01,0.00E+00,0.00E+00,2.36E+01,4.11E+01,0.00E+00,1.76E+01,1.59E+01,0.00E+00,1.08E+07,8.23E+07,5.58E+06,4.25E+07,3.35E+01,1.78E-02,7.04E+01,0.00E+00,6.86E-02,,0.00E+00,2.27E-02,0.00E+00,1.17E-01,,0.00E+00,3.85E-02
828805600000,1.51E-01,6.61E+00,6.50E+08,1.96E+01,9.99E+08,2.04E+09,1.04E+09,9.64E+01,1.46E-01,4.82E-02,1.93E+00,2.92E-03,9.66E-04,5.84E-05,1.00E+00,1.00E+02,1.00E+00,1.44E+01,9.49E+01,1.44E+01,9.49E+01,2.00E+00,0.00E+00,3.16E-01,1.00E+02,1.78E+07,1.18E+08,1.05E+00,9.18E+00,0.00E+00,0.00E+00,4.00E+01,4.80E+01,0.00E+00,4.78E+01,8.77E-05,0.00E+00,1.88E+07,1.24E+08,2.87E+01,1.90E+02,4.78E+01,1.34E+00,6.53E+01,0.00E+00,1.46E-01,,0.00E+00,4.82E-02,0.00E+00,2.92E-03,,0.00E+00,9.66E-04
828805650000,1.48E-01,6.75E+00,6.50E+08,1.04E+01,8.17E+08,1.78E+09,9.62E+08,6.22E+00,9.22E-03,3.11E-03,2.10E+00,3.11E-03,1.05E-03,2.06E-03,3.63E+02,1.00E+02,1.50E+00,1.07E+02,5.52E+03,1.07E+02,5.52E+03,2.00E+00,0.00E+00,6.43E-02,1.00E+02,3.33E+06,1.72E+08,1.00E+00,1.59E+00,0.00E+00,0.00E+00,1.72E+01,6.13E+01,0.00E+00,1.73E+01,3.95E-03,0.00E+00,3.33E+06,1.72E+08,2.13E+02,1.10E+04,1.73E+01,2.55E-01,8.09E+01,0.00E+00,9.22E-03,,0.00E+00,3.11E-03,0.00E+00,3.11E-03,,0.00E+00,1.05E-03
828805700000,1.39E-01,7.22E+00,6.50E+08,1.10E+01,7.70E+08,1.35E+09,5.77E+08,1.26E+01,1.75E-02,6.30E-03,2.71E+01,3.76E-02,1.36E-02,1.28E+01,2.24E+00,1.45E+01,2.91E+03,2.19E+06,2.45E+07,3.17E+05,3.55E+06,1.28E+00,0.00E+00,3.32E-02,1.00E+02,6.09E+06,6.81E+07,1.00E+00,6.88E-01,0.00E+00,0.00E+00,1.75E+01,3.26E+01,0.00E+00,9.76E+00,8.37E+00,0.00E+00,6.09E+06,6.81E+07,2.81E+06,3.15E+07,1.81E+01,1.17E-01,6.71E+01,0.00E+00,1.75E-02,,0.00E+00,6.30E-03,0.00E+00,3.76E-02,,0.00E+00,1.36E-02
828805750000,1.39E-01,7.22E+00,6.50E+08,2.69E+01,1.46E+09,2.79E+09,1.33E+09,7.99E+01,1.11E-01,4.00E-02,6.34E+01,8.78E-02,3.17E-02,1.41E+01,1.43E+00,4.95E+01,7.33E+03,3.18E+06,2.30E+07,1.57E+06,1.14E+07,1.01E+00,0.00E+00,4.47E-01,1.00E+02,1.41E+07,1.02E+08,1.23E+00,2.34E+01,0.00E+00,0.00E+00,3.56E+01,4.56E+01,0.00E+00,4.28E+01,1.02E+01,0.00E+00,1.73E+07,1.25E+08,3.22E+06,2.32E+07,5.30E+01,5.30E-01,6.83E+01,0.00E+00,1.11E-01,,0.00E+00,4.00E-02,0.00E+00,8.78E-02,,0.00E+00,3.17E-02
828805800000,1.35E-01,7.42E+00,5.86E+08,2.12E+01,1.09E+09,2.07E+09,9.85E+08,7.25E+01,9.77E-02,3.63E-02,5.33E+00,7.18E-03,2.66E-03,6.10E-04,3.63E+02,1.00E+02,1.50E+00,1.05E+02,9.29E+02,1.05E+02,9.29E+02,2.00E+00,0.00E+00,2.71E-01,1.00E+02,1.37E+07,1.21E+08,1.05E+00,9.78E+00,0.00E+00,0.00E+00,2.55E+01,6.13E+01,0.00E+00,3.32E+01,1.17E-03,0.00E+00,1.44E+07,1.27E+08,2.10E+02,1.86E+03,3.32E+01,6.45E-01,7.46E+01,0.00E+00,9.77E-02,,0.00E+00,3.63E-02,0.00E+00,7.18E-03,,0.00E+00,2.66E-03
828805850000,1.31E-01,7.66E+00,4.00E+08,3.29E+01,1.23E+09,2.14E+09,9.08E+08,4.97E+01,6.49E-02,2.49E-02,7.11E+01,9.28E-02,3.56E-02,2.33E+01,1.56E+00,4.27E+01,1.41E+04,2.84E+06,2.37E+07,1.21E+06,1.01E+07,1.04E+00,0.00E+00,2.70E-01,1.00E+02,7.59E+06,6.33E+07,1.07E+00,1.66E+01,0.00E+00,0.00E+00,1.84E+01,4.24E+01,0.00E+00,1.92E+01,1.62E+01,0.00E+00,8.13E+06,6.78E+07,2.97E+06,2.48E+07,3.53E+01,2.30E-01,7.17E+01,0.00E+00,6.49E-02,,0.00E+00,2.49E-02,0.00E+00,9.28E-02,,0.00E+00,3.56E-02
828805900000,1.31E-01,7.66E+00,4.00E+08,1.73E+01,4.71E+08,1.10E+09,6.32E+08,7.85E+01,1.02E-01,3.93E-02,2.30E+01,3.01E-02,1.15E-02,5.61E+00,1.33E+00,5.30E+01,2.33E+03,7.31E+05,5.60E+06,3.88E+05,2.97E+06,1.03E+00,0.00E+00,2.51E-01,1.00E+02,8.05E+06,6.17E+07,1.02E+00,6.64E+00,0.00E+00,0.00E+00,5.97E+01,4.91E+01,0.00E+00,5.87E+01,4.42E+00,0.00E+00,8.21E+06,6.29E+07,7.52E+05,5.76E+06,6.31E+01,4.73E-01,5.62E+01,0.00E+00,1.02E-01,,0.00E+00,3.93E-02,0.00E+00,3.01E-02,,0.00E+00,1.15E-02
828805950000,1.16E-01,8.63E+00,7.40E+08,1.99E+01,1.46E+09,2.68E+09,1.22E+09,3.50E+01,4.05E-02,1.75E-02,2.36E+01,2.73E-02,1.18E-02,6.15E+00,4.05E+00,4.00E+00,2.29E+03,1.12E+06,1.30E+07,4.46E+04,5.18E+05,1.35E+00,0.00E+00,1.91E-01,1.00E+02,1.42E+07,1.65E+08,1.05E+00,6.65E+00,0.00E+00,0.00E+00,1.64E+01,3.04E+01,0.00E+00,2.10E+01,3.95E+00,0.00E+00,1.49E+07,1.73E+08,1.51E+06,1.75E+07,2.49E+01,8.20E-02,7.04E+01,0.00E+00,4.05E-02,,0.00E+00,1.75E-02,0.00E+00,2.73E-02,,0.00E+00,1.18E-02
828806000000,1.14E-01,8.80E+00,4.00E+08,4.02E+01,1.51E+09,2.58E+09,1.07E+09,6.66E+01,7.56E-02,3.33E-02,9.64E+01,1.09E-01,4.82E-02,2.64E+01,1.50E+00,4.69E+01,8.90E+03,2.99E+06,2.64E+07,1.40E+06,1.24E+07,1.01E+00,0.00E+00,4.62E-01,1.00E+02,7.31E+06,6.46E+07,1.29E+00,3.27E+01,0.00E+00,0.00E+00,2.54E+01,4.54E+01,0.00E+00,3.30E+01,1.89E+01,0.00E+00,9.43E+06,8.33E+07,3.03E+06,2.68E+07,5.19E+01,3.48E-04,8.63E+01,0.00E+00,7.56E-02,,0.00E+00,3.33E-02,0.00E+00,1.09E-01,,0.00E+00,4.82E-02
828806050000,9.57E-02,1.05E+01,8.04E+08,2.38E+01,1.67E+09,3.07E+09,1.39E+09,8.38E+01,8.01E-02,4.19E-02,4.00E+01,3.82E-02,2.00E-02,6.89E+00,1.68E+00,3.55E+01,6.37E+03,1.33E+06,1.39E+07,4.70E+05,4.92E+06,1.07E+00,0.00E+00,2.67E-01,1.00E+02,1.38E+07,1.44E+08,1.04E+00,8.39E+00,0.00E+00,0.00E+00,3.74E+01,4.11E+01,0.00E+00,4.35E+01,4.72E+00,0.00E+00,1.43E+07,1.50E+08,1.41E+06,1.48E+07,4.82E+01,1.38E+00,7.02E+01,0.00E+00,8.01E-02,,0.00E+00,4.19E-02,0.00E+00,3.82E-02,,0.00E+00,2.00E-02
828806100000,8.58E-02,1.17E+01,6.50E+08,2.66E+01,1.31E+09,2.76E+09,1.46E+09,8.80E+01,7.54E-02,4.40E-02,4.21E+01,3.61E-02,2.10E-02,9.13E+00,1.46E+00,5.06E+01,5.18E+03,1.27E+06,1.48E+07,6.43E+05,7.50E+06,1.02E+00,0.00E+00,3.06E-01,1.00E+02,1.39E+07,1.62E+08,7.26E-01,1.36E+01,0.00E+00,0.00E+00,4.11E+01,4.64E+01,0.00E+00,4.66E+01,6.73E+00,0.00E+00,1.01E+07,1.18E+08,1.29E+06,1.51E+07,5.33E+01,7.12E-01,6.19E+01,0.00E+00,7.54E-02,0.00E+00,0.00E+00,4.40E-02,0.00E+00,3.56E-02,2.93E-04,0.00E+00,2.08E-02
828806150000,9.61E-02,1.04E+01,5.36E+08,3.27E+01,1.59E+09,2.81E+09,1.21E+09,8.40E+01,8.07E-02,4.20E-02,4.27E+01,4.10E-02,2.13E-02,9.79E+00,1.56E+00,4.66E+01,1.15E+04,1.26E+06,1.31E+07,5.88E+05,6.11E+06,1.01E+00,0.00E+00,3.63E-01,1.00E+02,1.06E+07,1.10E+08,1.06E+00,1.67E+01,0.00E+00,0.00E+00,2.09E+01,4.40E+01,0.00E+00,2.84E+01,6.78E+00,0.00E+00,1.12E+07,1.16E+08,1.27E+06,1.32E+07,3.52E+01,3.68E-01,6.70E+01,0.00E+00,8.07E-02,0.00E+00,0.00E+00,4.20E-02,0.00E+00,4.10E-02,0.00E+00,0.00E+00,2.13E-02
828806200000,9.80E-02,1.02E+01,4.00E+08,2.74E+01,7.52E+08,1.75E+09,9.98E+08,6.08E+01,5.96E-02,3.04E-02,5.05E+01,4.95E-02,2.52E-02,1.32E+01,1.51E+00,4.72E+01,4.59E+03,1.30E+06,1.32E+07,6.12E+05,6.24E+06,1.02E+00,0.00E+00,1.47E-01,1.00E+02,1.33E+07,1.36E+08,2.76E-01,3.06E+00,0.00E+00,0.00E+00,5.96E+01,4.67E+01,0.00E+00,3.49E+01,9.83E+00,0.00E+00,3.67E+06,3.74E+07,1.32E+06,1.34E+07,4.47E+01,2.71E-01,5.99E+01,0.00E+00,5.37E-02,3.01E-03,0.00E+00,2.74E-02,0.00E+00,4.87E-02,3.75E-04,0.00E+00,2.49E-02
828806250000,1.07E-01,9.30E+00,4.00E+08,2.14E+01,7.47E+08,1.37E+09,6.22E+08,9.56E+01,1.03E-01,4.78E-02,7.47E+00,8.03E-03,3.74E-03,1.14E-03,3.63E+02,1.00E+02,1.50E+00,1.23E+02,1.14E+03,1.23E+02,1.14E+03,2.00E+00,0.00E+00,2.75E-01,1.00E+02,8.64E+06,8.04E+07,1.05E+00,6.48E+00,0.00E+00,0.00E+00,4.16E+01,6.13E+01,0.00E+00,5.51E+01,2.19E-03,0.00E+00,9.12E+06,8.48E+07,2.45E+02,2.28E+03,5.51E+01,5.49E-01,6.09E+01,0.00E+00,1.03E-01,6.15E-05,0.00E+00,4.78E-02,0.00E+00,8.03E-03,0.00E+00,0.00E+00,3.74E-03
828806300000,1.09E-01,9.21E+00,9.40E+08,2.78E+01,2.29E+09,4.19E+09,1.90E+09,6.55E+01,7.11E-02,3.27E-02,7.31E+01,7.94E-02,3.65E-02,1.58E+01,1.55E+00,3.70E+01,4.37E+03,3.95E+06,3.72E+07,1.46E+06,1.38E+07,1.11E+00,0.00E+00,3.63E-01,1.00E+02,1.58E+07,1.49E+08,1.15E+00,1.66E+01,0.00E+00,0.00E+00,2.81E+01,4.05E+01,0.00E+00,3.19E+01,1.11E+01,0.00E+00,1.82E+07,1.71E+08,4.36E+06,4.12E+07,4.30E+01,4.98E-01,7.18E+01,0.00E+00,7.11E-02,,0.00E+00,3.27E-02,0.00E+00,7.94E-02,,0.00E+00,3.65E-02
828806350000,3.85E-02,2.60E+01,6.50E+08,2.34E+01,1.28E+09,2.43E+09,1.14E+09,9.64E+01,3.71E-02,4.82E-02,1.66E+01,6.40E-03,8.31E-03,2.03E+00,2.34E+00,5.32E+01,3.27E+03,1.27E+05,3.30E+06,6.77E+04,1.76E+06,1.01E+00,0.00E+00,4.92E-01,1.00E+02,5.54E+06,1.44E+08,1.44E+00,8.93E+00,0.00E+00,0.00E+00,2.18E+01,4.40E+01,0.00E+00,4.33E+01,1.41E+00,0.00E+00,7.95E+06,2.07E+08,1.28E+05,3.34E+06,4.47E+01,1.15E+00,7.09E+01,0.00E+00,3.71E-02,,0.00E+00,4.82E-02,0.00E+00,6.40E-03,,0.00E+00,8.31E-03
828806400000,1.13E-01,8.84E+00,6.50E+08,2.50E+01,1.34E+09,2.60E+09,1.26E+09,6.22E+01,7.04E-02,3.11E-02,4.36E+01,4.93E-02,2.18E-02,1.18E+01,1.45E+00,5.55E+01,6.23E+03,2.17E+06,1.91E+07,1.20E+06,1.06E+07,1.02E+00,0.00E+00,2.49E-01,1.00E+02,1.12E+07,9.94E+07,1.00E+00,9.73E+00,0.00E+00,0.00E+00,3.32E+01,4.61E+01,0.00E+00,3.18E+01,8.61E+00,0.00E+00,1.13E+07,9.96E+07,2.20E+06,1.94E+07,4.04E+01,8.48E-01,5.77E+01,0.00E+00,7.04E-02,,0.00E+00,3.11E-02,0.00E+00,4.93E-02,,0.00E+00,2.18E-02
828806450000,1.11E-01,9.03E+00,6.50E+08,1.81E+01,1.08E+09,2.10E+09,1.02E+09,6.96E+01,7.70E-02,3.48E-02,1.70E+00,1.88E-03,8.50E-04,3.84E-04,3.63E+02,1.00E+02,1.50E+00,5.98E+01,6.93E+02,5.98E+01,6.93E+02,2.00E+00,0.00E+00,2.74E-01,1.00E+02,9.65E+06,1.12E+08,1.09E+00,8.90E+00,0.00E+00,0.00E+00,3.36E+01,6.13E+01,0.00E+00,3.54E+01,7.35E-04,0.00E+00,1.05E+07,1.22E+08,1.20E+02,1.39E+03,3.54E+01,7.83E-01,7.28E+01,0.00E+00,7.70E-02,,0.00E+00,3.48E-02,0.00E+00,1.88E-03,,0.00E+00,8.50E-04
828806500000,9.68E-02,1.03E+01,6.50E+08,1.87E+01,1.16E+09,2.04E+09,8.78E+08,1.89E+01,1.83E-02,9.46E-03,5.04E+01,4.88E-02,2.52E-02,2.14E+01,1.68E+00,2.79E+01,5.80E+03,2.69E+06,3.65E+07,7.51E+05,1.02E+07,1.15E+00,0.00E+00,1.08E-01,1.00E+02,4.45E+06,6.04E+07,1.00E+00,7.77E+00,0.00E+00,0.00E+00,1.99E+01,3.73E+01,0.00E+00,1.10E+01,1.44E+01,0.00E+00,4.45E+06,6.04E+07,3.10E+06,4.21E+07,2.54E+01,1.86E-01,6.60E+01,0.00E+00,1.83E-02,,0.00E+00,9.46E-03,0.00E+00,4.88E-02,,0.00E+00,2.52E-02
828806550000,7.68E-02,1.30E+01,6.50E+08,2.22E+01,1.10E+09,2.31E+09,1.21E+09,9.53E+01,7.33E-02,4.77E-02,4.65E+01,3.58E-02,2.33E-02,6.50E+00,1.42E+00,4.99E+01,3.24E+03,8.11E+05,1.05E+07,4.04E+05,5.26E+06,1.02E+00,0.00E+00,5.63E-01,1.00E+02,1.00E+07,1.31E+08,1.51E+00,2.32E+01,0.00E+00,0.00E+00,2.71E+01,4.78E+01,0.00E+00,5.15E+01,4.96E+00,0.00E+00,1.52E+07,1.97E+08,8.28E+05,1.08E+07,5.64E+01,1.01E+00,6.45E+01,0.00E+00,7.33E-02,,0.00E+00,4.77E-02,0.00E+00,3.58E-02,,0.00E+00,2.33E-02
828806600000,5.37E-02,1.86E+01,6.50E+08,1.85E+01,1.07E+09,2.06E+09,9.88E+08,6.54E+01,3.51E-02,3.27E-02,8.68E+00,4.66E-03,4.34E-03,1.75E+00,1.87E+00,2.72E+01,1.37E+03,1.36E+05,3.05E+06,3.68E+04,8.28E+05,1.35E+00,0.00E+00,3.02E-01,1.00E+02,4.77E+06,1.07E+08,1.23E+00,8.25E+00,0.00E+00,0.00E+00,2.45E+01,3.05E+01,0.00E+00,2.92E+01,1.13E+00,0.00E+00,5.89E+06,1.32E+08,1.84E+05,4.13E+06,3.03E+01,6.97E-01,7.11E+01,0.00E+00,3.51E-02,,0.00E+00,3.27E-02,0.00E+00,4.66E-03,,0.00E+00,4.34E-03
828806650000,1.09E-01,9.17E+00,6.50E+08,2.61E+01,1.61E+09,2.76E+09,1.15E+09,4.66E+01,5.08E-02,2.33E-02,7.20E+01,7.85E-02,3.60E-02,2.30E+01,1.52E+00,3.88E+01,9.19E+03,3.78E+06,3.79E+07,1.47E+06,1.47E+07,1.08E+00,0.00E+00,1.85E-01,1.00E+02,6.76E+06,6.77E+07,1.08E+00,1.17E+01,0.00E+00,0.00E+00,2.16E+01,4.09E+01,0.00E+00,1.49E+01,1.58E+01,0.00E+00,7.30E+06,7.32E+07,4.08E+06,4.09E+07,3.08E+01,2.10E-01,7.27E+01,0.00E+00,5.08E-02,,0.00E+00,2.33E-02,0.00E+00,7.85E-02,,0.00E+00,3.60E-02
